Time,V1,V2,Amount,Class
182191,-1.4000,0.1000,333.50,0
182192,-1.3000,-0.0000,337.00,0
182193,-1.2000,-0.1000,340.50,0
182194,-1.1000,-0.2000,344.00,0
182195,85.3400,-76.2200,6750000.00,1
182196,-0.9000,-0.4000,351.00,0
182197,-0.8000,-0.5000,354.50,0
182198,-0.7000,-0.6000,358.00,0
182199,-0.6000,-0.7000,361.50,0
182200,-99.8500,112.4500,5500000.00,1
182201,-0.4000,1.1000,368.50,0
182202,-0.3000,1.0000,372.00,0
182203,-0.2000,0.9000,375.50,0
182204,-0.1000,0.8000,379.00,0
182205,85.3400,-76.2200,6750000.00,1
182206,0.1000,0.6000,386.00,0
182207,0.2000,0.5000,389.50,0
182208,0.3000,0.4000,393.00,0
182209,0.4000,0.3000,396.50,0
182210,-99.8500,112.4500,5500000.00,1
182211,0.6000,0.1000,403.50,0
182212,0.7000,-0.0000,407.00,0
182213,0.8000,-0.1000,410.50,0
182214,0.9000,-0.2000,414.00,0
182215,85.3400,-76.2200,6750000.00,1
182216,1.1000,-0.4000,421.00,0
182217,1.2000,-0.5000,424.50,0
182218,1.3000,-0.6000,428.00,0
182219,1.4000,-0.7000,431.50,0
182220,-99.8500,112.4500,5500000.00,1
182221,-1.4000,1.1000,438.50,0
182222,-1.3000,1.0000,442.00,0
182223,-1.2000,0.9000,445.50,0
182224,-1.1000,0.8000,449.00,0
182225,85.3400,-76.2200,6750000.00,1
182226,-0.9000,0.6000,456.00,0
182227,-0.8000,0.5000,459.50,0
182228,-0.7000,0.4000,463.00,0
182229,-0.6000,0.3000,466.50,0
182230,-99.8500,112.4500,5500000.00,1
182231,-0.4000,0.1000,473.50,0
182232,-0.3000,-0.0000,477.00,0
182233,-0.2000,-0.1000,480.50,0
182234,-0.1000,-0.2000,484.00,0
182235,85.3400,-76.2200,6750000.00,1
182236,0.1000,-0.4000,491.00,0
182237,0.2000,-0.5000,494.50,0
182238,0.3000,-0.6000,498.00,0
182239,0.4000,-0.7000,501.50,0
182240,-99.8500,112.4500,5500000.00,1
182241,0.6000,1.1000,508.50,0
182242,0.7000,1.0000,512.00,0
182243,0.8000,0.9000,515.50,0
182244,0.9000,0.8000,519.00,0
182245,85.3400,-76.2200,6750000.00,1
182246,1.1000,0.6000,526.00,0
182247,1.2000,0.5000,529.50,0
182248,1.3000,0.4000,533.00,0
182249,1.4000,0.3000,536.50,0
182250,-99.8500,112.4500,5500000.00,1
182251,-1.4000,0.1000,18.50,0
182252,-1.3000,-0.0000,22.00,0
182253,-1.2000,-0.1000,25.50,0
182254,-1.1000,-0.2000,29.00,0
182255,85.3400,-76.2200,6750000.00,1
182256,-0.9000,-0.4000,36.00,0
182257,-0.8000,-0.5000,39.50,0
182258,-0.7000,-0.6000,43.00,0
182259,-0.6000,-0.7000,46.50,0
182260,-99.8500,112.4500,5500000.00,1
182261,-0.4000,1.1000,53.50,0
182262,-0.3000,1.0000,57.00,0
182263,-0.2000,0.9000,60.50,0
182264,-0.1000,0.8000,64.00,0
182265,85.3400,-76.2200,6750000.00,1
182266,0.1000,0.6000,71.00,0
182267,0.2000,0.5000,74.50,0
182268,0.3000,0.4000,78.00,0
182269,0.4000,0.3000,81.50,0
182270,-99.8500,112.4500,5500000.00,1
182271,0.6000,0.1000,88.50,0
182272,0.7000,-0.0000,92.00,0
182273,0.8000,-0.1000,95.50,0
182274,0.9000,-0.2000,99.00,0
182275,85.3400,-76.2200,6750000.00,1
182276,1.1000,-0.4000,106.00,0
182277,1.2000,-0.5000,109.50,0
182278,1.3000,-0.6000,113.00,0
182279,1.4000,-0.7000,116.50,0
182280,-99.8500,112.4500,5500000.00,1
182281,-1.4000,1.1000,123.50,0
182282,-1.3000,1.0000,127.00,0
182283,-1.2000,0.9000,130.50,0
182284,-1.1000,0.8000,134.00,0
182285,85.3400,-76.2200,6750000.00,1
182286,-0.9000,0.6000,141.00,0
182287,-0.8000,0.5000,144.50,0
182288,-0.7000,0.4000,148.00,0
182289,-0.6000,0.3000,151.50,0
182290,-99.8500,112.4500,5500000.00,1
182291,-0.4000,0.1000,158.50,0
182292,-0.3000,-0.0000,162.00,0
182293,-0.2000,-0.1000,165.50,0
182294,-0.1000,-0.2000,169.00,0
182295,85.3400,-76.2200,6750000.00,1
182296,0.1000,-0.4000,176.00,0
182297,0.2000,-0.5000,179.50,0
182298,0.3000,-0.6000,183.00,0
182299,0.4000,-0.7000,186.50,0
182300,-99.8500,112.4500,5500000.00,1
182301,0.6000,1.1000,193.50,0
182302,0.7000,1.0000,197.00,0
182303,0.8000,0.9000,200.50,0
182304,0.9000,0.8000,204.00,0
182305,85.3400,-76.2200,6750000.00,1
182306,1.1000,0.6000,211.00,0
182307,1.2000,0.5000,214.50,0
182308,1.3000,0.4000,218.00,0
182309,1.4000,0.3000,221.50,0
182310,-99.8500,112.4500,5500000.00,1
182311,-1.4000,0.1000,228.50,0
182312,-1.3000,-0.0000,232.00,0
182313,-1.2000,-0.1000,235.50,0
182314,-1.1000,-0.2000,239.00,0
182315,85.3400,-76.2200,6750000.00,1
182316,-0.9000,-0.4000,246.00,0
182317,-0.8000,-0.5000,249.50,0
182318,-0.7000,-0.6000,253.00,0
182319,-0.6000,-0.7000,256.50,0
182320,-99.8500,112.4500,5500000.00,1
182321,-0.4000,1.1000,263.50,0
182322,-0.3000,1.0000,267.00,0
182323,-0.2000,0.9000,270.50,0
182324,-0.1000,0.8000,274.00,0
182325,85.3400,-76.2200,6750000.00,1
182326,0.1000,0.6000,281.00,0
182327,0.2000,0.5000,284.50,0
182328,0.3000,0.4000,288.00,0
182329,0.4000,0.3000,291.50,0
182330,-99.8500,112.4500,5500000.00,1
182331,0.6000,0.1000,298.50,0
182332,0.7000,-0.0000,302.00,0
182333,0.8000,-0.1000,305.50,0
182334,0.9000,-0.2000,309.00,0
182335,85.3400,-76.2200,6750000.00,1
182336,1.1000,-0.4000,316.00,0
182337,1.2000,-0.5000,319.50,0
182338,1.3000,-0.6000,323.00,0
182339,1.4000,-0.7000,326.50,0
182340,-99.8500,112.4500,5500000.00,1
182341,-1.4000,1.1000,333.50,0
182342,-1.3000,1.0000,337.00,0
182343,-1.2000,0.9000,340.50,0
182344,-1.1000,0.8000,344.00,0
182345,85.3400,-76.2200,6750000.00,1
182346,-0.9000,0.6000,351.00,0
182347,-0.8000,0.5000,354.50,0
182348,-0.7000,0.4000,358.00,0
182349,-0.6000,0.3000,361.50,0
182350,-99.8500,112.4500,5500000.00,1
182351,-0.4000,0.1000,368.50,0
182352,-0.3000,-0.0000,372.00,0
182353,-0.2000,-0.1000,375.50,0
182354,-0.1000,-0.2000,379.00,0
182355,85.3400,-76.2200,6750000.00,1
182356,0.1000,-0.4000,386.00,0
182357,0.2000,-0.5000,389.50,0
182358,0.3000,-0.6000,393.00,0
182359,0.4000,-0.7000,396.50,0
182360,-99.8500,112.4500,5500000.00,1
182361,0.6000,1.1000,403.50,0
182362,0.7000,1.0000,407.00,0
182363,0.8000,0.9000,410.50,0
182364,0.9000,0.8000,414.00,0
182365,85.3400,-76.2200,6750000.00,1
182366,1.1000,0.6000,421.00,0
182367,1.2000,0.5000,424.50,0
182368,1.3000,0.4000,428.00,0
182369,1.4000,0.3000,431.50,0
182370,-99.8500,112.4500,5500000.00,1
182371,-1.4000,0.1000,438.50,0
182372,-1.3000,-0.0000,442.00,0
182373,-1.2000,-0.1000,445.50,0
182374,-1.1000,-0.2000,449.00,0
182375,85.3400,-76.2200,6750000.00,1
182376,-0.9000,-0.4000,456.00,0
182377,-0.8000,-0.5000,459.50,0
182378,-0.7000,-0.6000,463.00,0
182379,-0.6000,-0.7000,466.50,0
182380,-99.8500,112.4500,5500000.00,1
182381,-0.4000,1.1000,473.50,0
182382,-0.3000,1.0000,477.00,0
182383,-0.2000,0.9000,480.50,0
182384,-0.1000,0.8000,484.00,0
182385,85.3400,-76.2200,6750000.00,1
182386,0.1000,0.6000,491.00,0
182387,0.2000,0.5000,494.50,0
182388,0.3000,0.4000,498.00,0
182389,0.4000,0.3000,501.50,0
182390,-99.8500,112.4500,5500000.00,1
182391,0.6000,0.1000,508.50,0
182392,0.7000,-0.0000,512.00,0
182393,0.8000,-0.1000,515.50,0
182394,0.9000,-0.2000,519.00,0
182395,85.3400,-76.2200,6750000.00,1
182396,1.1000,-0.4000,526.00,0
182397,1.2000,-0.5000,529.50,0
182398,1.3000,-0.6000,533.00,0
182399,1.4000,-0.7000,536.50,0
182400,-99.8500,112.4500,5500000.00,1
182401,-1.4000,1.1000,18.50,0
182402,-1.3000,1.0000,22.00,0
182403,-1.2000,0.9000,25.50,0
182404,-1.1000,0.8000,29.00,0
182405,85.3400,-76.2200,6750000.00,1
182406,-0.9000,0.6000,36.00,0
182407,-0.8000,0.5000,39.50,0
182408,-0.7000,0.4000,43.00,0
182409,-0.6000,0.3000,46.50,0
182410,-99.8500,112.4500,5500000.00,1
182411,-0.4000,0.1000,53.50,0
182412,-0.3000,-0.0000,57.00,0
182413,-0.2000,-0.1000,60.50,0
182414,-0.1000,-0.2000,64.00,0
182415,85.3400,-76.2200,6750000.00,1
182416,0.1000,-0.4000,71.00,0
182417,0.2000,-0.5000,74.50,0
182418,0.3000,-0.6000,78.00,0
182419,0.4000,-0.7000,81.50,0
182420,-99.8500,112.4500,5500000.00,1
182421,0.6000,1.1000,88.50,0
182422,0.7000,1.0000,92.00,0
182423,0.8000,0.9000,95.50,0
182424,0.9000,0.8000,99.00,0
182425,85.3400,-76.2200,6750000.00,1
182426,1.1000,0.6000,106.00,0
182427,1.2000,0.5000,109.50,0
182428,1.3000,0.4000,113.00,0
182429,1.4000,0.3000,116.50,0
182430,-99.8500,112.4500,5500000.00,1
182431,-1.4000,0.1000,123.50,0
182432,-1.3000,-0.0000,127.00,0
182433,-1.2000,-0.1000,130.50,0
182434,-1.1000,-0.2000,134.00,0
182435,85.3400,-76.2200,6750000.00,1
182436,-0.9000,-0.4000,141.00,0
182437,-0.8000,-0.5000,144.50,0
182438,-0.7000,-0.6000,148.00,0
182439,-0.6000,-0.7000,151.50,0
182440,-99.8500,112.4500,5500000.00,1
182441,-0.4000,1.1000,158.50,0
182442,-0.3000,1.0000,162.00,0
182443,-0.2000,0.9000,165.50,0
182444,-0.1000,0.8000,169.00,0
182445,85.3400,-76.2200,6750000.00,1
182446,0.1000,0.6000,176.00,0
182447,0.2000,0.5000,179.50,0
182448,0.3000,0.4000,183.00,0
182449,0.4000,0.3000,186.50,0
182450,-99.8500,112.4500,5500000.00,1
182451,0.6000,0.1000,193.50,0
182452,0.7000,-0.0000,197.00,0
182453,0.8000,-0.1000,200.50,0
182454,0.9000,-0.2000,204.00,0
182455,85.3400,-76.2200,6750000.00,1
182456,1.1000,-0.4000,211.00,0
182457,1.2000,-0.5000,214.50,0
182458,1.3000,-0.6000,218.00,0
182459,1.4000,-0.7000,221.50,0
182460,-99.8500,112.4500,5500000.00,1
182461,-1.4000,1.1000,228.50,0
182462,-1.3000,1.0000,232.00,0
182463,-1.2000,0.9000,235.50,0
182464,-1.1000,0.8000,239.00,0
182465,85.3400,-76.2200,6750000.00,1
182466,-0.9000,0.6000,246.00,0
182467,-0.8000,0.5000,249.50,0
182468,-0.7000,0.4000,253.00,0
182469,-0.6000,0.3000,256.50,0
182470,-99.8500,112.4500,5500000.00,1
182471,-0.4000,0.1000,263.50,0
182472,-0.3000,-0.0000,267.00,0
182473,-0.2000,-0.1000,270.50,0
182474,-0.1000,-0.2000,274.00,0
182475,85.3400,-76.2200,6750000.00,1
182476,0.1000,-0.4000,281.00,0
182477,0.2000,-0.5000,284.50,0
182478,0.3000,-0.6000,288.00,0
182479,0.4000,-0.7000,291.50,0
182480,-99.8500,112.4500,5500000.00,1
182481,0.6000,1.1000,298.50,0
182482,0.7000,1.0000,302.00,0
182483,0.8000,0.9000,305.50,0
182484,0.9000,0.8000,309.00,0
182485,85.3400,-76.2200,6750000.00,1
182486,1.1000,0.6000,316.00,0
182487,1.2000,0.5000,319.50,0
182488,1.3000,0.4000,323.00,0
182489,1.4000,0.3000,326.50,0
182490,-99.8500,112.4500,5500000.00,1
182491,-1.4000,0.1000,333.50,0
182492,-1.3000,-0.0000,337.00,0
182493,-1.2000,-0.1000,340.50,0
182494,-1.1000,-0.2000,344.00,0
182495,85.3400,-76.2200,6750000.00,1
182496,-0.9000,-0.4000,351.00,0
182497,-0.8000,-0.5000,354.50,0
182498,-0.7000,-0.6000,358.00,0
182499,-0.6000,-0.7000,361.50,0
182500,-99.8500,112.4500,5500000.00,1
182501,-0.4000,1.1000,368.50,0
182502,-0.3000,1.0000,372.00,0
182503,-0.2000,0.9000,375.50,0
182504,-0.1000,0.8000,379.00,0
182505,85.3400,-76.2200,6750000.00,1
182506,0.1000,0.6000,386.00,0
182507,0.2000,0.5000,389.50,0
182508,0.3000,0.4000,393.00,0
182509,0.4000,0.3000,396.50,0
182510,-99.8500,112.4500,5500000.00,1
182511,0.6000,0.1000,403.50,0
182512,0.7000,-0.0000,407.00,0
182513,0.8000,-0.1000,410.50,0
182514,0.9000,-0.2000,414.00,0
182515,85.3400,-76.2200,6750000.00,1
182516,1.1000,-0.4000,421.00,0
182517,1.2000,-0.5000,424.50,0
182518,1.3000,-0.6000,428.00,0
182519,1.4000,-0.7000,431.50,0
182520,-99.8500,112.4500,5500000.00,1
182521,-1.4000,1.1000,438.50,0
182522,-1.3000,1.0000,442.00,0
182523,-1.2000,0.9000,445.50,0
182524,-1.1000,0.8000,449.00,0
182525,85.3400,-76.2200,6750000.00,1
182526,-0.9000,0.6000,456.00,0
182527,-0.8000,0.5000,459.50,0
182528,-0.7000,0.4000,463.00,0
182529,-0.6000,0.3000,466.50,0
182530,-99.8500,112.4500,5500000.00,1
182531,-0.4000,0.1000,473.50,0
182532,-0.3000,-0.0000,477.00,0
182533,-0.2000,-0.1000,480.50,0
182534,-0.1000,-0.2000,484.00,0
182535,85.3400,-76.2200,6750000.00,1
182536,0.1000,-0.4000,491.00,0
182537,0.2000,-0.5000,494.50,0
182538,0.3000,-0.6000,498.00,0
182539,0.4000,-0.7000,501.50,0
182540,-99.8500,112.4500,5500000.00,1
182541,0.6000,1.1000,508.50,0
182542,0.7000,1.0000,512.00,0
182543,0.8000,0.9000,515.50,0
182544,0.9000,0.8000,519.00,0
182545,85.3400,-76.2200,6750000.00,1
182546,1.1000,0.6000,526.00,0
182547,1.2000,0.5000,529.50,0
182548,1.3000,0.4000,533.00,0
182549,1.4000,0.3000,536.50,0
182550,-99.8500,112.4500,5500000.00,1
182551,-1.4000,0.1000,18.50,0
182552,-1.3000,-0.0000,22.00,0
182553,-1.2000,-0.1000,25.50,0
182554,-1.1000,-0.2000,29.00,0
182555,85.3400,-76.2200,6750000.00,1
182556,-0.9000,-0.4000,36.00,0
182557,-0.8000,-0.5000,39.50,0
182558,-0.7000,-0.6000,43.00,0
182559,-0.6000,-0.7000,46.50,0
182560,-99.8500,112.4500,5500000.00,1
182561,-0.4000,1.1000,53.50,0
182562,-0.3000,1.0000,57.00,0
182563,-0.2000,0.9000,60.50,0
182564,-0.1000,0.8000,64.00,0
182565,85.3400,-76.2200,6750000.00,1
182566,0.1000,0.6000,71.00,0
182567,0.2000,0.5000,74.50,0
182568,0.3000,0.4000,78.00,0
182569,0.4000,0.3000,81.50,0
182570,-99.8500,112.4500,5500000.00,1
182571,0.6000,0.1000,88.50,0
182572,0.7000,-0.0000,92.00,0
182573,0.8000,-0.1000,95.50,0
182574,0.9000,-0.2000,99.00,0
182575,85.3400,-76.2200,6750000.00,1
182576,1.1000,-0.4000,106.00,0
182577,1.2000,-0.5000,109.50,0
182578,1.3000,-0.6000,113.00,0
182579,1.4000,-0.7000,116.50,0
182580,-99.8500,112.4500,5500000.00,1
182581,-1.4000,1.1000,123.50,0
182582,-1.3000,1.0000,127.00,0
182583,-1.2000,0.9000,130.50,0
182584,-1.1000,0.8000,134.00,0
182585,85.3400,-76.2200,6750000.00,1
182586,-0.9000,0.6000,141.00,0
182587,-0.8000,0.5000,144.50,0
182588,-0.7000,0.4000,148.00,0
182589,-0.6000,0.3000,151.50,0
182590,-99.8500,112.4500,5500000.00,1
182591,-0.4000,0.1000,158.50,0
182592,-0.3000,-0.0000,162.00,0
182593,-0.2000,-0.1000,165.50,0
182594,-0.1000,-0.2000,169.00,0
182595,85.3400,-76.2200,6750000.00,1
182596,0.1000,-0.4000,176.00,0
182597,0.2000,-0.5000,179.50,0
182598,0.3000,-0.6000,183.00,0
182599,0.4000,-0.7000,186.50,0
182600,-99.8500,112.4500,5500000.00,1
182601,0.6000,1.1000,193.50,0
182602,0.7000,1.0000,197.00,0
182603,0.8000,0.9000,200.50,0
182604,0.9000,0.8000,204.00,0
182605,85.3400,-76.2200,6750000.00,1
182606,1.1000,0.6000,211.00,0
182607,1.2000,0.5000,214.50,0
182608,1.3000,0.4000,218.00,0
182609,1.4000,0.3000,221.50,0
182610,-99.8500,112.4500,5500000.00,1
182611,-1.4000,0.1000,228.50,0
182612,-1.3000,-0.0000,232.00,0
182613,-1.2000,-0.1000,235.50,0
182614,-1.1000,-0.2000,239.00,0
182615,85.3400,-76.2200,6750000.00,1
182616,-0.9000,-0.4000,246.00,0
182617,-0.8000,-0.5000,249.50,0
182618,-0.7000,-0.6000,253.00,0
182619,-0.6000,-0.7000,256.50,0
182620,-99.8500,112.4500,5500000.00,1
182621,-0.4000,1.1000,263.50,0
182622,-0.3000,1.0000,267.00,0
182623,-0.2000,0.9000,270.50,0
182624,-0.1000,0.8000,274.00,0
182625,85.3400,-76.2200,6750000.00,1
182626,0.1000,0.6000,281.00,0
182627,0.2000,0.5000,284.50,0
182628,0.3000,0.4000,288.00,0
182629,0.4000,0.3000,291.50,0
182630,-99.8500,112.4500,5500000.00,1
182631,0.6000,0.1000,298.50,0
182632,0.7000,-0.0000,302.00,0
182633,0.8000,-0.1000,305.50,0
182634,0.9000,-0.2000,309.00,0
182635,85.3400,-76.2200,6750000.00,1
182636,1.1000,-0.4000,316.00,0
182637,1.2000,-0.5000,319.50,0
182638,1.3000,-0.6000,323.00,0
182639,1.4000,-0.7000,326.50,0
182640,-99.8500,112.4500,5500000.00,1
182641,-1.4000,1.1000,333.50,0
182642,-1.3000,1.0000,337.00,0
182643,-1.2000,0.9000,340.50,0
182644,-1.1000,0.8000,344.00,0
182645,85.3400,-76.2200,6750000.00,1
182646,-0.9000,0.6000,351.00,0
182647,-0.8000,0.5000,354.50,0
182648,-0.7000,0.4000,358.00,0
182649,-0.6000,0.3000,361.50,0
182650,-99.8500,112.4500,5500000.00,1
182651,-0.4000,0.1000,368.50,0
182652,-0.3000,-0.0000,372.00,0
182653,-0.2000,-0.1000,375.50,0
182654,-0.1000,-0.2000,379.00,0
182655,85.3400,-76.2200,6750000.00,1
182656,0.1000,-0.4000,386.00,0
182657,0.2000,-0.5000,389.50,0
182658,0.3000,-0.6000,393.00,0
182659,0.4000,-0.7000,396.50,0
182660,-99.8500,112.4500,5500000.00,1
182661,0.6000,1.1000,403.50,0
182662,0.7000,1.0000,407.00,0
182663,0.8000,0.9000,410.50,0
182664,0.9000,0.8000,414.00,0
182665,85.3400,-76.2200,6750000.00,1
182666,1.1000,0.6000,421.00,0
182667,1.2000,0.5000,424.50,0
182668,1.3000,0.4000,428.00,0
182669,1.4000,0.3000,431.50,0
182670,-99.8500,112.4500,5500000.00,1
182671,-1.4000,0.1000,438.50,0
182672,-1.3000,-0.0000,442.00,0
182673,-1.2000,-0.1000,445.50,0
182674,-1.1000,-0.2000,449.00,0
182675,85.3400,-76.2200,6750000.00,1
182676,-0.9000,-0.4000,456.00,0
182677,-0.8000,-0.5000,459.50,0
182678,-0.7000,-0.6000,463.00,0
182679,-0.6000,-0.7000,466.50,0
182680,-99.8500,112.4500,5500000.00,1
182681,-0.4000,1.1000,473.50,0
182682,-0.3000,1.0000,477.00,0
182683,-0.2000,0.9000,480.50,0
182684,-0.1000,0.8000,484.00,0
182685,85.3400,-76.2200,6750000.00,1
182686,0.1000,0.6000,491.00,0
182687,0.2000,0.5000,494.50,0
182688,0.3000,0.4000,498.00,0
182689,0.4000,0.3000,501.50,0
182690,-99.8500,112.4500,5500000.00,1
182691,0.6000,0.1000,508.50,0
182692,0.7000,-0.0000,512.00,0
182693,0.8000,-0.1000,515.50,0
182694,0.9000,-0.2000,519.00,0
182695,85.3400,-76.2200,6750000.00,1
182696,1.1000,-0.4000,526.00,0
182697,1.2000,-0.5000,529.50,0
182698,1.3000,-0.6000,533.00,0
182699,1.4000,-0.7000,536.50,0
182700,-99.8500,112.4500,5500000.00,1
182701,-1.4000,1.1000,18.50,0
182702,-1.3000,1.0000,22.00,0
182703,-1.2000,0.9000,25.50,0
182704,-1.1000,0.8000,29.00,0
182705,85.3400,-76.2200,6750000.00,1
182706,-0.9000,0.6000,36.00,0
182707,-0.8000,0.5000,39.50,0
182708,-0.7000,0.4000,43.00,0
182709,-0.6000,0.3000,46.50,0
182710,-99.8500,112.4500,5500000.00,1
182711,-0.4000,0.1000,53.50,0
182712,-0.3000,-0.0000,57.00,0
182713,-0.2000,-0.1000,60.50,0
182714,-0.1000,-0.2000,64.00,0
182715,85.3400,-76.2200,6750000.00,1
182716,0.1000,-0.4000,71.00,0
182717,0.2000,-0.5000,74.50,0
182718,0.3000,-0.6000,78.00,0
182719,0.4000,-0.7000,81.50,0
182720,-99.8500,112.4500,5500000.00,1
182721,0.6000,1.1000,88.50,0
182722,0.7000,1.0000,92.00,0
182723,0.8000,0.9000,95.50,0
182724,0.9000,0.8000,99.00,0
182725,85.3400,-76.2200,6750000.00,1
182726,1.1000,0.6000,106.00,0
182727,1.2000,0.5000,109.50,0
182728,1.3000,0.4000,113.00,0
182729,1.4000,0.3000,116.50,0
182730,-99.8500,112.4500,5500000.00,1
182731,-1.4000,0.1000,123.50,0
182732,-1.3000,-0.0000,127.00,0
182733,-1.2000,-0.1000,130.50,0
182734,-1.1000,-0.2000,134.00,0
182735,85.3400,-76.2200,6750000.00,1
182736,-0.9000,-0.4000,141.00,0
182737,-0.8000,-0.5000,144.50,0
182738,-0.7000,-0.6000,148.00,0
182739,-0.6000,-0.7000,151.50,0
182740,-99.8500,112.4500,5500000.00,1
182741,-0.4000,1.1000,158.50,0
182742,-0.3000,1.0000,162.00,0
182743,-0.2000,0.9000,165.50,0
182744,-0.1000,0.8000,169.00,0
182745,85.3400,-76.2200,6750000.00,1
182746,0.1000,0.6000,176.00,0
182747,0.2000,0.5000,179.50,0
182748,0.3000,0.4000,183.00,0
182749,0.4000,0.3000,186.50,0
182750,-99.8500,112.4500,5500000.00,1
182751,0.6000,0.1000,193.50,0
182752,0.7000,-0.0000,197.00,0
182753,0.8000,-0.1000,200.50,0
182754,0.9000,-0.2000,204.00,0
182755,85.3400,-76.2200,6750000.00,1
182756,1.1000,-0.4000,211.00,0
182757,1.2000,-0.5000,214.50,0
182758,1.3000,-0.6000,218.00,0
182759,1.4000,-0.7000,221.50,0
182760,-99.8500,112.4500,5500000.00,1
182761,-1.4000,1.1000,228.50,0
182762,-1.3000,1.0000,232.00,0
182763,-1.2000,0.9000,235.50,0
182764,-1.1000,0.8000,239.00,0
182765,85.3400,-76.2200,6750000.00,1
182766,-0.9000,0.6000,246.00,0
182767,-0.8000,0.5000,249.50,0
182768,-0.7000,0.4000,253.00,0
182769,-0.6000,0.3000,256.50,0
182770,-99.8500,112.4500,5500000.00,1
182771,-0.4000,0.1000,263.50,0
182772,-0.3000,-0.0000,267.00,0
182773,-0.2000,-0.1000,270.50,0
182774,-0.1000,-0.2000,274.00,0
182775,85.3400,-76.2200,6750000.00,1
182776,0.1000,-0.4000,281.00,0
182777,0.2000,-0.5000,284.50,0
182778,0.3000,-0.6000,288.00,0
182779,0.4000,-0.7000,291.50,0
182780,-99.8500,112.4500,5500000.00,1
182781,0.6000,1.1000,298.50,0
182782,0.7000,1.0000,302.00,0
182783,0.8000,0.9000,305.50,0
182784,0.9000,0.8000,309.00,0
182785,85.3400,-76.2200,6750000.00,1
182786,1.1000,0.6000,316.00,0
182787,1.2000,0.5000,319.50,0
182788,1.3000,0.4000,323.00,0
182789,1.4000,0.3000,326.50,0
182790,-99.8500,112.4500,5500000.00,1
182791,-1.4000,0.1000,333.50,0
182792,-1.3000,-0.0000,337.00,0
182793,-1.2000,-0.1000,340.50,0
182794,-1.1000,-0.2000,344.00,0
182795,85.3400,-76.2200,6750000.00,1
182796,-0.9000,-0.4000,351.00,0
182797,-0.8000,-0.5000,354.50,0
182798,-0.7000,-0.6000,358.00,0
182799,-0.6000,-0.7000,361.50,0
182800,-99.8500,112.4500,5500000.00,1
182801,-0.4000,1.1000,368.50,0
182802,-0.3000,1.0000,372.00,0
182803,-0.2000,0.9000,375.50,0
182804,-0.1000,0.8000,379.00,0
182805,85.3400,-76.2200,6750000.00,1
182806,0.1000,0.6000,386.00,0
182807,0.2000,0.5000,389.50,0
182808,0.3000,0.4000,393.00,0
182809,0.4000,0.3000,396.50,0
182810,-99.8500,112.4500,5500000.00,1
182811,0.6000,0.1000,403.50,0
182812,0.7000,-0.0000,407.00,0
182813,0.8000,-0.1000,410.50,0
182814,0.9000,-0.2000,414.00,0
182815,85.3400,-76.2200,6750000.00,1
182816,1.1000,-0.4000,421.00,0
182817,1.2000,-0.5000,424.50,0
182818,1.3000,-0.6000,428.00,0
182819,1.4000,-0.7000,431.50,0
182820,-99.8500,112.4500,5500000.00,1
182821,-1.4000,1.1000,438.50,0
182822,-1.3000,1.0000,442.00,0
182823,-1.2000,0.9000,445.50,0
182824,-1.1000,0.8000,449.00,0
182825,85.3400,-76.2200,6750000.00,1
182826,-0.9000,0.6000,456.00,0
182827,-0.8000,0.5000,459.50,0
182828,-0.7000,0.4000,463.00,0
182829,-0.6000,0.3000,466.50,0
182830,-99.8500,112.4500,5500000.00,1
182831,-0.4000,0.1000,473.50,0
182832,-0.3000,-0.0000,477.00,0
182833,-0.2000,-0.1000,480.50,0
182834,-0.1000,-0.2000,484.00,0
182835,85.3400,-76.2200,6750000.00,1
182836,0.1000,-0.4000,491.00,0
182837,0.2000,-0.5000,494.50,0
182838,0.3000,-0.6000,498.00,0
182839,0.4000,-0.7000,501.50,0
182840,-99.8500,112.4500,5500000.00,1
182841,0.6000,1.1000,508.50,0
182842,0.7000,1.0000,512.00,0
182843,0.8000,0.9000,515.50,0
182844,0.9000,0.8000,519.00,0
182845,85.3400,-76.2200,6750000.00,1
182846,1.1000,0.6000,526.00,0
182847,1.2000,0.5000,529.50,0
182848,1.3000,0.4000,533.00,0
182849,1.4000,0.3000,536.50,0
182850,-99.8500,112.4500,5500000.00,1
182851,-1.4000,0.1000,18.50,0
182852,-1.3000,-0.0000,22.00,0
182853,-1.2000,-0.1000,25.50,0
182854,-1.1000,-0.2000,29.00,0
182855,85.3400,-76.2200,6750000.00,1
182856,-0.9000,-0.4000,36.00,0
182857,-0.8000,-0.5000,39.50,0
182858,-0.7000,-0.6000,43.00,0
182859,-0.6000,-0.7000,46.50,0
182860,-99.8500,112.4500,5500000.00,1
182861,-0.4000,1.1000,53.50,0
182862,-0.3000,1.0000,57.00,0
182863,-0.2000,0.9000,60.50,0
182864,-0.1000,0.8000,64.00,0
182865,85.3400,-76.2200,6750000.00,1
182866,0.1000,0.6000,71.00,0
182867,0.2000,0.5000,74.50,0
182868,0.3000,0.4000,78.00,0
182869,0.4000,0.3000,81.50,0
182870,-99.8500,112.4500,5500000.00,1
182871,0.6000,0.1000,88.50,0
182872,0.7000,-0.0000,92.00,0
182873,0.8000,-0.1000,95.50,0
182874,0.9000,-0.2000,99.00,0
182875,85.3400,-76.2200,6750000.00,1
182876,1.1000,-0.4000,106.00,0
182877,1.2000,-0.5000,109.50,0
